MONTHLY MEAN TSI: Lean (GRL 2000) with Wang Lean Sheeley (ApJ 2005) background
Mon Apr  6 11:29:27 2009 PMOD absolute scale - multiply by 0.9965 for TIM scale
    YEAR    MONTH   TSI 11-yr cycle   TSI cycle+background  
  1936.0     2.0      1366.1674      1366.0633
  1936.0     3.0      1366.2121      1366.1080
  1936.0     4.0      1366.2336      1366.1295
  1936.0     5.0      1366.3459      1366.2418
  1936.0     6.0      1366.2134      1366.1094
  1936.0     7.0      1366.2579      1366.1539
  1936.0     8.0      1366.2964      1366.1924
  1936.0     9.0      1366.4489      1366.3449
  1936.0    10.0      1366.4117      1366.3078
  1936.0    11.0      1366.0719      1365.9680
  1936.0    12.0      1366.4786      1366.3747
  1937.0     1.0      1366.3139      1366.2100
  1937.0     2.0      1366.4420      1366.3380
  1937.0     3.0      1366.5469      1366.4429
  1937.0     4.0      1365.8727      1365.7686
  1937.0     5.0      1366.0736      1365.9695
  1937.0     6.0      1365.9094      1365.8052
  1937.0     7.0      1365.7145      1365.6103
  1937.0     8.0      1366.2805      1366.1763
  1937.0     9.0      1366.5126      1366.4083
  1937.0    10.0      1365.7189      1365.6145
  1937.0    11.0      1366.4873      1366.3829
  1937.0    12.0      1366.2185      1366.1140
  1938.0     1.0      1365.7945      1365.6900
  1938.0     2.0      1366.0690      1365.9644
  1938.0     3.0      1366.1334      1366.0288
  1938.0     4.0      1365.9522      1365.8475
  1938.0     5.0      1366.1288      1366.0241
  1938.0     6.0      1366.5634      1366.4586
  1938.0     7.0      1365.8561      1365.7513
  1938.0     8.0      1366.6542      1366.5493
  1938.0     9.0      1366.1847      1366.0798
  1938.0    10.0      1366.0501      1365.9451
  1938.0    11.0      1365.8064      1365.7014
  1938.0    12.0      1366.1004      1365.9953
  1939.0     1.0      1366.3423      1366.2374
  1939.0     2.0      1366.3240      1366.2195
  1939.0     3.0      1366.4393      1366.3352
  1939.0     4.0      1366.1619      1366.0582
  1939.0     5.0      1366.5094      1366.4062
  1939.0     6.0      1366.6140      1366.5112
  1939.0     7.0      1365.8624      1365.7601
  1939.0     8.0      1365.6564      1365.5545
  1939.0     9.0      1365.2898      1365.1883
  1939.0    10.0      1365.8044      1365.7034
  1939.0    11.0      1365.9295      1365.8289
  1939.0    12.0      1366.1501      1366.0499
  1940.0     1.0      1365.6926      1365.5935
  1940.0     2.0      1365.9507      1365.8532
  1940.0     3.0      1365.9011      1365.8052
  1940.0     4.0      1366.2859      1366.1916
  1940.0     5.0      1366.1544      1366.0618
  1940.0     6.0      1365.9879      1365.8969
  1940.0     7.0      1366.2571      1366.1677
  1940.0     8.0      1365.6808      1365.5931
  1940.0     9.0      1366.0141      1365.9280
  1940.0    10.0      1365.9109      1365.8265
  1940.0    11.0      1366.2029      1366.1201
  1940.0    12.0      1366.1424      1366.0612
  1941.0     1.0      1366.1212      1366.0419
  1941.0     2.0      1366.0565      1365.9792
  1941.0     3.0      1366.0122      1365.9370
  1941.0     4.0      1365.9657      1365.8925
  1941.0     5.0      1366.0385      1365.9674
  1941.0     6.0      1365.8943      1365.8253
  1941.0     7.0      1365.8845      1365.8176
  1941.0     8.0      1365.9511      1365.8863
  1941.0     9.0      1365.6243      1365.5616
  1941.0    10.0      1365.7316      1365.6709
  1941.0    11.0      1365.7593      1365.7007
  1941.0    12.0      1365.9213      1365.8648
  1942.0     1.0      1365.9415      1365.8871
  1942.0     2.0      1365.7042      1365.6519
  1942.0     3.0      1365.7352      1365.6850
  1942.0     4.0      1365.7861      1365.7380
  1942.0     5.0      1365.9095      1365.8635
  1942.0     6.0      1365.7904      1365.7465
  1942.0     7.0      1365.7143      1365.6726
  1942.0     8.0      1365.7672      1365.7276
  1942.0     9.0      1365.8313      1365.7939
  1942.0    10.0      1365.7943      1365.7590
  1942.0    11.0      1365.6525      1365.6193
  1942.0    12.0      1365.8060      1365.7750
  1943.0     1.0      1365.8087      1365.7795
  1943.0     2.0      1365.5101      1365.4823
  1943.0     3.0      1365.5378      1365.5114
  1943.0     4.0      1365.4287      1365.4038
  1943.0     5.0      1365.6804      1365.6570
  1943.0     6.0      1365.7175      1365.6956
  1943.0     7.0      1365.5843      1365.5638
  1943.0     8.0      1365.7617      1365.7427
  1943.0     9.0      1365.5663      1365.5488
  1943.0    10.0      1365.5190      1365.5030
  1943.0    11.0      1365.6385      1365.6239
  1943.0    12.0      1365.5686      1365.5555
  1944.0     1.0      1365.6280      1365.6160
  1944.0     2.0      1365.6105      1365.5991
  1944.0     3.0      1365.5428      1365.5321
  1944.0     4.0      1365.6003      1365.5902
  1944.0     5.0      1365.5884      1365.5789
  1944.0     6.0      1365.6350      1365.6262
  1944.0     7.0      1365.6744      1365.6662
  1944.0     8.0      1365.7613      1365.7538
  1944.0     9.0      1365.6406      1365.6337
  1944.0    10.0      1365.7478      1365.7416
  1944.0    11.0      1365.7158      1365.7102
  1944.0    12.0      1365.6470      1365.6421
  1945.0     1.0      1365.8407      1365.8361
  1945.0     2.0      1365.7989      1365.7944
  1945.0     3.0      1365.6228      1365.6184
  1945.0     4.0      1365.6737      1365.6694
  1945.0     5.0      1365.9647      1365.9605
  1945.0     6.0      1365.9697      1365.9657
  1945.0     7.0      1365.8784      1365.8745
  1945.0     8.0      1365.9014      1365.8976
  1945.0     9.0      1365.9519      1365.9482
  1945.0    10.0      1365.8499      1365.8463
  1945.0    11.0      1366.1807      1366.1772
  1945.0    12.0      1366.0074      1366.0040
  1946.0     1.0      1365.7938      1365.7905
  1946.0     2.0      1365.2321      1365.2289
  1946.0     3.0      1366.0865      1366.0834
  1946.0     4.0      1366.1178      1366.1149
  1946.0     5.0      1366.1633      1366.1605
  1946.0     6.0      1366.4547      1366.4520
  1946.0     7.0      1365.3603      1365.3577
  1946.0     8.0      1365.8173      1365.8148
  1946.0     9.0      1366.0884      1366.0861
  1946.0    10.0      1366.4913      1366.4891
  1946.0    11.0      1366.2955      1366.2934
  1946.0    12.0      1365.8411      1365.8391
  1947.0     1.0      1366.0653      1366.0635
  1947.0     2.0      1365.7570      1365.7554
  1947.0     3.0      1365.4819      1365.4806
  1947.0     4.0      1365.5205      1365.5194
  1947.0     5.0      1365.9953      1365.9944
  1947.0     6.0      1366.8643      1366.8637
  1947.0     7.0      1366.4984      1366.4980
  1947.0     8.0      1366.0885      1366.0884
  1947.0     9.0      1366.6928      1366.6929
  1947.0    10.0      1366.4598      1366.4602
  1947.0    11.0      1366.7228      1366.7234
  1947.0    12.0      1366.4667      1366.4675
  1948.0     1.0      1366.7609      1366.7619
  1948.0     2.0      1366.5737      1366.5748
  1948.0     3.0      1366.5060      1366.5072
  1948.0     4.0      1365.9444      1365.9457
  1948.0     5.0      1365.9493      1365.9507
  1948.0     6.0      1366.1195      1366.1210
  1948.0     7.0      1366.4704      1366.4720
  1948.0     8.0      1366.4673      1366.4690
  1948.0     9.0      1366.3901      1366.3919
  1948.0    10.0      1366.4254      1366.4273
  1948.0    11.0      1366.6218      1366.6237
  1948.0    12.0      1365.9455      1365.9476
  1949.0     1.0      1366.2251      1366.2272
  1949.0     2.0      1365.6781      1365.6803
  1949.0     3.0      1366.1002      1366.1025
  1949.0     4.0      1366.6530      1366.6554
  1949.0     5.0      1366.6278      1366.6303
  1949.0     6.0      1366.3708      1366.3734
  1949.0     7.0      1366.2892      1366.2919
  1949.0     8.0      1366.0065      1366.0093
  1949.0     9.0      1366.1371      1366.1399
  1949.0    10.0      1366.2962      1366.2991
  1949.0    11.0      1366.1844      1366.1875
  1949.0    12.0      1366.4209      1366.4240
  1950.0     1.0      1366.2868      1366.2900
  1950.0     2.0      1365.8773      1365.8805
  1950.0     3.0      1366.2496      1366.2528
  1950.0     4.0      1365.5564      1365.5596
  1950.0     5.0      1366.0356      1366.0389
  1950.0     6.0      1366.1420      1366.1453
  1950.0     7.0      1366.0102      1366.0135
  1950.0     8.0      1365.9953      1365.9986
  1950.0     9.0      1366.1473      1366.1506
  1950.0    10.0      1366.0692      1366.0726
  1950.0    11.0      1365.8691      1365.8725
  1950.0    12.0      1365.8799      1365.8834
  1951.0     1.0      1365.7730      1365.7765
  1951.0     2.0      1365.9730      1365.9767
  1951.0     3.0      1365.9302      1365.9340
  1951.0     4.0      1365.5795      1365.5835
  1951.0     5.0      1365.0751      1365.0792
  1951.0     6.0      1365.1992      1365.2035
  1951.0     7.0      1366.0555      1366.0599
  1951.0     8.0      1366.0031      1366.0077
  1951.0     9.0      1365.9469      1365.9516
  1951.0    10.0      1365.9411      1365.9460
  1951.0    11.0      1366.0170      1366.0220
  1951.0    12.0      1365.7952      1365.8004
  1952.0     1.0      1365.8165      1365.8215
  1952.0     2.0      1365.7159      1365.7205
  1952.0     3.0      1365.7909      1365.7950
  1952.0     4.0      1365.7525      1365.7561
  1952.0     5.0      1365.8453      1365.8484
  1952.0     6.0      1365.8920      1365.8946
  1952.0     7.0      1365.7664      1365.7685
  1952.0     8.0      1365.8583      1365.8599
  1952.0     9.0      1365.8128      1365.8139
  1952.0    10.0      1365.6895      1365.6901
  1952.0    11.0      1365.5724      1365.5726
  1952.0    12.0      1365.7048      1365.7044
  1953.0     1.0      1365.6458      1365.6450
  1953.0     2.0      1365.7454      1365.7442
  1953.0     3.0      1365.6999      1365.6984
  1953.0     4.0      1365.4899      1365.4880
  1953.0     5.0      1365.6532      1365.6509
  1953.0     6.0      1365.6328      1365.6302
  1953.0     7.0      1365.6396      1365.6366
  1953.0     8.0      1365.5931      1365.5897
  1953.0     9.0      1365.6934      1365.6895
  1953.0    10.0      1365.6834      1365.6792
  1953.0    11.0      1365.6762      1365.6716
  1953.0    12.0      1365.6891      1365.6842
  1954.0     1.0      1365.6810      1365.6760
  1954.0     2.0      1365.6707      1365.6659
  1954.0     3.0      1365.5196      1365.5150
  1954.0     4.0      1365.6899      1365.6855
  1954.0     5.0      1365.6684      1365.6643
  1954.0     6.0      1365.6534      1365.6495
  1954.0     7.0      1365.6674      1365.6638
  1954.0     8.0      1365.6886      1365.6852
  1954.0     9.0      1365.6904      1365.6873
  1954.0    10.0      1365.7490      1365.7462
  1954.0    11.0      1365.7212      1365.7186
  1954.0    12.0      1365.6684      1365.6660
  1955.0     1.0      1365.7198      1365.7176
  1955.0     2.0      1365.7514      1365.7492
  1955.0     3.0      1365.7501      1365.7479
  1955.0     4.0      1365.7669      1365.7648
  1955.0     5.0      1365.7126      1365.7105
  1955.0     6.0      1365.6920      1365.6899
  1955.0     7.0      1365.9715      1365.9695
  1955.0     8.0      1365.7081      1365.7061
  1955.0     9.0      1365.9590      1365.9571
  1955.0    10.0      1365.7591      1365.7572
  1955.0    11.0      1365.9154      1365.9136
  1955.0    12.0      1366.1877      1366.1859
  1956.0     1.0      1365.9337      1365.9322
  1956.0     2.0      1365.8225      1365.8214
  1956.0     3.0      1366.2046      1366.2040
  1956.0     4.0      1366.7807      1366.7806
  1956.0     5.0      1365.9987      1365.9991
  1956.0     6.0      1366.2056      1366.2065
  1956.0     7.0      1366.2788      1366.2801
  1956.0     8.0      1366.1805      1366.1823
  1956.0     9.0      1366.7690      1366.7713
  1956.0    10.0      1366.7158      1366.7186
  1956.0    11.0      1366.2570      1366.2603
  1956.0    12.0      1366.4826      1366.4862
  1957.0     1.0      1366.9987      1367.0028
  1957.0     2.0      1366.8988      1366.9030
  1957.0     3.0      1366.7209      1366.7252
  1957.0     4.0      1366.7096      1366.7141
  1957.0     5.0      1366.7211      1366.7257
  1957.0     6.0      1366.0190      1366.0238
  1957.0     7.0      1366.5310      1366.5359
  1957.0     8.0      1366.9929      1366.9979
  1957.0     9.0      1366.0044      1366.0096
  1957.0    10.0      1366.5083      1366.5136
  1957.0    11.0      1367.4580      1367.4635
  1957.0    12.0      1366.6405      1366.6461
  1958.0     1.0      1366.9371      1366.9430
  1958.0     2.0      1366.7976      1366.8039
  1958.0     3.0      1365.8995      1365.9062
  1958.0     4.0      1366.6019      1366.6090
  1958.0     5.0      1366.7886      1366.7961
  1958.0     6.0      1366.7831      1366.7910
  1958.0     7.0      1366.5054      1366.5137
  1958.0     8.0      1366.6619      1366.6706
  1958.0     9.0      1366.7481      1366.7572
  1958.0    10.0      1366.7642      1366.7737
  1958.0    11.0      1366.7802      1366.7901
  1958.0    12.0      1366.3393      1366.3496
  1959.0     1.0      1366.0718      1366.0824
  1959.0     2.0      1366.9379      1366.9486
  1959.0     3.0      1366.1619      1366.1727
  1959.0     4.0      1366.4993      1366.5102
  1959.0     5.0      1366.4971      1366.5081
  1959.0     6.0      1366.4265      1366.4375
  1959.0     7.0      1366.5787      1366.5899
  1959.0     8.0      1366.0005      1366.0117
  1959.0     9.0      1366.3519      1366.3633
  1959.0    10.0      1366.4590      1366.4704
  1959.0    11.0      1366.2057      1366.2172
  1959.0    12.0      1366.2416      1366.2532
  1960.0     1.0      1366.4046      1366.4160
  1960.0     2.0      1366.3505      1366.3614
  1960.0     3.0      1366.4504      1366.4608
  1960.0     4.0      1366.1364      1366.1463
  1960.0     5.0      1366.1616      1366.1709
  1960.0     6.0      1366.4202      1366.4291
  1960.0     7.0      1366.1662      1366.1745
  1960.0     8.0      1366.2016      1366.2094
  1960.0     9.0      1366.4266      1366.4339
  1960.0    10.0      1366.3088      1366.3156
  1960.0    11.0      1366.1053      1366.1116
  1960.0    12.0      1366.2183      1366.2241
  1961.0     1.0      1366.1282      1366.1329
  1961.0     2.0      1366.0423      1366.0457
  1961.0     3.0      1365.9758      1365.9778
  1961.0     4.0      1365.8748      1365.8754
  1961.0     5.0      1365.9560      1365.9552
  1961.0     6.0      1365.7785      1365.7762
  1961.0     7.0      1365.8637      1365.8600
  1961.0     8.0      1366.1466      1366.1414
  1961.0     9.0      1365.7261      1365.7195
  1961.0    10.0      1365.9645      1365.9565
  1961.0    11.0      1365.8489      1365.8394
  1961.0    12.0      1365.8246      1365.8138
  1962.0     1.0      1365.7341      1365.7220
  1962.0     2.0      1365.6641      1365.6511
  1962.0     3.0      1365.8605      1365.8467
  1962.0     4.0      1365.8233      1365.8085
  1962.0     5.0      1365.8151      1365.7994
  1962.0     6.0      1365.8782      1365.8616
  1962.0     7.0      1365.7638      1365.7463
  1962.0     8.0      1365.7456      1365.7271
  1962.0     9.0      1365.6480      1365.6286
  1962.0    10.0      1365.7781      1365.7578
  1962.0    11.0      1365.7425      1365.7213
  1962.0    12.0      1365.7759      1365.7538
  1963.0     1.0      1365.7114      1365.6891
  1963.0     2.0      1365.7799      1365.7581
  1963.0     3.0      1365.7609      1365.7398
  1963.0     4.0      1365.6513      1365.6308
  1963.0     5.0      1365.7153      1365.6954
  1963.0     6.0      1365.7377      1365.7184
  1963.0     7.0      1365.7461      1365.7274
  1963.0     8.0      1365.7179      1365.6998
  1963.0     9.0      1365.5228      1365.5054
  1963.0    10.0      1365.6751      1365.6583
  1963.0    11.0      1365.8038      1365.7876
  1963.0    12.0      1365.7558      1365.7402
  1964.0     1.0      1365.7045      1365.6894
  1964.0     2.0      1365.7202      1365.7053
  1964.0     3.0      1365.6982      1365.6836
  1964.0     4.0      1365.7575      1365.7431
  1964.0     5.0      1365.7051      1365.6910
  1964.0     6.0      1365.7147      1365.7008
  1964.0     7.0      1365.6870      1365.6734
  1964.0     8.0      1365.6925      1365.6792
  1964.0     9.0      1365.6971      1365.6840
  1964.0    10.0      1365.7431      1365.7303
  1964.0    11.0      1365.7125      1365.6999
  1964.0    12.0      1365.7409      1365.7286
  1965.0     1.0      1365.7157      1365.7043
  1965.0     2.0      1365.7114      1365.7013
  1965.0     3.0      1365.7252      1365.7165
  1965.0     4.0      1365.7371      1365.7298
  1965.0     5.0      1365.7215      1365.7156
  1965.0     6.0      1365.8027      1365.7982
  1965.0     7.0      1365.7612      1365.7581
  1965.0     8.0      1365.7976      1365.7960
  1965.0     9.0      1365.7273      1365.7271
  1965.0    10.0      1365.7503      1365.7515
  1965.0    11.0      1365.6982      1365.7008
  1965.0    12.0      1365.7234      1365.7275
  1966.0     1.0      1365.7599      1365.7654
  1966.0     2.0      1365.8297      1365.8363
  1966.0     3.0      1365.7175      1365.7254
  1966.0     4.0      1365.7170      1365.7262
  1966.0     5.0      1366.0306      1366.0410
  1966.0     6.0      1366.0047      1366.0164
  1966.0     7.0      1365.9392      1365.9522
  1966.0     8.0      1366.0696      1366.0839
  1966.0     9.0      1365.8228      1365.8383
  1966.0    10.0      1366.0340      1366.0508
  1966.0    11.0      1366.0714      1366.0895
  1966.0    12.0      1366.0180      1366.0375
  1967.0     1.0      1365.8432      1365.8636
  1967.0     2.0      1366.1478      1366.1691
  1967.0     3.0      1365.8965      1365.9187
  1967.0     4.0      1366.4309      1366.4541
  1967.0     5.0      1365.8889      1365.9130
  1967.0     6.0      1366.0985      1366.1235
  1967.0     7.0      1366.0002      1366.0261
  1967.0     8.0      1366.0100      1366.0368
  1967.0     9.0      1366.3474      1366.3752
  1967.0    10.0      1366.2372      1366.2658
  1967.0    11.0      1366.0937      1366.1233
  1967.0    12.0      1366.0813      1366.1118
  1968.0     1.0      1366.1615      1366.1928
  1968.0     2.0      1366.2095      1366.2415
  1968.0     3.0      1366.3085      1366.3411
  1968.0     4.0      1366.2881      1366.3214
  1968.0     5.0      1366.0413      1366.0753
  1968.0     6.0      1365.9666      1366.0012
  1968.0     7.0      1366.1420      1366.1773
  1968.0     8.0      1366.0484      1366.0844
  1968.0     9.0      1366.1895      1366.2261
  1968.0    10.0      1366.1284      1366.1657
  1968.0    11.0      1366.2184      1366.2563
  1968.0    12.0      1365.9185      1365.9571
  1969.0     1.0      1366.1134      1366.1525
  1969.0     2.0      1366.3211      1366.3604
  1969.0     3.0      1366.1536      1366.1932
  1969.0     4.0      1366.1792      1366.2191
  1969.0     5.0      1366.4011      1366.4413
  1969.0     6.0      1365.9881      1366.0285
  1969.0     7.0      1366.3794      1366.4201
  1969.0     8.0      1366.1621      1366.2031
  1969.0     9.0      1366.4026      1366.4439
  1969.0    10.0      1366.1041      1366.1456
  1969.0    11.0      1365.9984      1366.0402
  1969.0    12.0      1366.2748      1366.3169
  1970.0     1.0      1366.1694      1366.2114
  1970.0     2.0      1365.9567      1365.9981
  1970.0     3.0      1366.4371      1366.4780
  1970.0     4.0      1366.1711      1366.2114
  1970.0     5.0      1366.0714      1366.1111
  1970.0     6.0      1366.3559      1366.3951
  1970.0     7.0      1366.1452      1366.1838
  1970.0     8.0      1366.1464      1366.1844
  1970.0     9.0      1366.1827      1366.2201
  1970.0    10.0      1366.2372      1366.2741
  1970.0    11.0      1366.1646      1366.2009
  1970.0    12.0      1366.3921      1366.4279
  1971.0     1.0      1365.9102      1365.9446
  1971.0     2.0      1365.9445      1365.9768
  1971.0     3.0      1366.1820      1366.2122
  1971.0     4.0      1365.9866      1366.0147
  1971.0     5.0      1365.9676      1365.9935
  1971.0     6.0      1366.0586      1366.0824
  1971.0     7.0      1365.8250      1365.8466
  1971.0     8.0      1365.7730      1365.7924
  1971.0     9.0      1366.0107      1366.0280
  1971.0    10.0      1365.7646      1365.7797
  1971.0    11.0      1365.9172      1365.9302
  1971.0    12.0      1365.8935      1365.9043
  1972.0     1.0      1366.1689      1366.1778
  1972.0     2.0      1365.9361      1365.9433
  1972.0     3.0      1365.9600      1365.9656
  1972.0     4.0      1366.3031      1366.3070
  1972.0     5.0      1365.8599      1365.8621
  1972.0     6.0      1366.0353      1366.0358
  1972.0     7.0      1366.1512      1366.1501
  1972.0     8.0      1366.0409      1366.0381
  1972.0     9.0      1366.1578      1366.1533
  1972.0    10.0      1365.8168      1365.8106
  1972.0    11.0      1365.9995      1365.9914
  1972.0    12.0      1365.7669      1365.7576
  1973.0     1.0      1365.9570      1365.9463
  1973.0     2.0      1365.9466      1365.9353
  1973.0     3.0      1365.7312      1365.7193
  1973.0     4.0      1365.8530      1365.8406
  1973.0     5.0      1365.9257      1365.9127
  1973.0     6.0      1365.8850      1365.8713
  1973.0     7.0      1365.8145      1365.8002
  1973.0     8.0      1365.8208      1365.8059
  1973.0     9.0      1365.6757      1365.6602
  1973.0    10.0      1365.7611      1365.7451
  1973.0    11.0      1365.7336      1365.7169
  1973.0    12.0      1365.7354      1365.7181
  1974.0     1.0      1365.7276      1365.7100
  1974.0     2.0      1365.7218      1365.7042
  1974.0     3.0      1365.8242      1365.8066
  1974.0     4.0      1365.6842      1365.6665
  1974.0     5.0      1365.8493      1365.8316
  1974.0     6.0      1365.9010      1365.8833
  1974.0     7.0      1365.6114      1365.5937
  1974.0     8.0      1365.7732      1365.7555
  1974.0     9.0      1365.6866      1365.6689
  1974.0    10.0      1365.6676      1365.6498
  1974.0    11.0      1365.8212      1365.8034
  1974.0    12.0      1365.6652      1365.6474
  1975.0     1.0      1365.6299      1365.6125
  1975.0     2.0      1365.5210      1365.5047
  1975.0     3.0      1365.5501      1365.5347
  1975.0     4.0      1365.6223      1365.6077
  1975.0     5.0      1365.5529      1365.5391
  1975.0     6.0      1365.4742      1365.4614
  1975.0     7.0      1365.4353      1365.4233
  1975.0     8.0      1365.3288      1365.3178
  1975.0     9.0      1365.6346      1365.6248
  1975.0    10.0      1365.6649      1365.6559
  1975.0    11.0      1365.6769      1365.6687
  1975.0    12.0      1365.7139      1365.7067
  1976.0     1.0      1365.6398      1365.6336
  1976.0     2.0      1365.6947      1365.6896
  1976.0     3.0      1365.5421      1365.5379
  1976.0     4.0      1365.6058      1365.6026
  1976.0     5.0      1365.7135      1365.7113
  1976.0     6.0      1365.6800      1365.6789
  1976.0     7.0      1365.6530      1365.6529
  1976.0     8.0      1365.6475      1365.6484
  1976.0     9.0      1365.6895      1365.6915
  1976.0    10.0      1365.7375      1365.7405
  1976.0    11.0      1365.6501      1365.6542
  1976.0    12.0      1365.6389      1365.6439
  1977.0     1.0      1365.7295      1365.7353
  1977.0     2.0      1365.8461      1365.8524
  1977.0     3.0      1365.7266      1365.7334
  1977.0     4.0      1365.7777      1365.7849
  1977.0     5.0      1365.8659      1365.8737
  1977.0     6.0      1365.7440      1365.7522
  1977.0     7.0      1365.8418      1365.8505
  1977.0     8.0      1365.9047      1365.9140
  1977.0     9.0      1365.7128      1365.7225
  1977.0    10.0      1365.9200      1365.9303
  1977.0    11.0      1366.0796      1366.0905
  1977.0    12.0      1366.0795      1366.0906
  1978.0     1.0      1366.3261      1366.3377
  1978.0     2.0      1365.8408      1365.8526
  1978.0     3.0      1366.0838      1366.0959
  1978.0     4.0      1366.1122      1366.1245
  1978.0     5.0      1366.2361      1366.2487
  1978.0     6.0      1366.3949      1366.4077
  1978.0     7.0      1366.3572      1366.3703
  1978.0     8.0      1366.4728      1366.4861
  1978.0     9.0      1366.2596      1366.2732
  1978.0    10.0      1366.5186      1366.5324
  1978.0    11.0      1366.3416      1366.3556
  1978.0    12.0      1365.8988      1365.9131
  1979.0     1.0      1366.3917      1366.4062
  1979.0     2.0      1366.6926      1366.7073
  1979.0     3.0      1367.0971      1367.1120
  1979.0     4.0      1366.6084      1366.6235
  1979.0     5.0      1366.7549      1366.7702
  1979.0     6.0      1366.1979      1366.2133
  1979.0     7.0      1366.6131      1366.6288
  1979.0     8.0      1366.5242      1366.5400
  1979.0     9.0      1366.6180      1366.6340
  1979.0    10.0      1366.5976      1366.6138
  1979.0    11.0      1366.4115      1366.4279
  1979.0    12.0      1366.8893      1366.9059
  1980.0     1.0      1366.8540      1366.8707
  1980.0     2.0      1366.6220      1366.6385
  1980.0     3.0      1366.9856      1367.0020
  1980.0     4.0      1366.2974      1366.3137
  1980.0     5.0      1366.4556      1366.4717
  1980.0     6.0      1366.7526      1366.7686
  1980.0     7.0      1366.6866      1366.7025
  1980.0     8.0      1366.6834      1366.6991
  1980.0     9.0      1366.5922      1366.6078
  1980.0    10.0      1366.5605      1366.5760
  1980.0    11.0      1366.1213      1366.1366
  1980.0    12.0      1366.9507      1366.9659
  1981.0     1.0      1367.0121      1367.0270
  1981.0     2.0      1366.5618      1366.5762
  1981.0     3.0      1366.7152      1366.7291
  1981.0     4.0      1367.0352      1367.0487
  1981.0     5.0      1366.7291      1366.7421
  1981.0     6.0      1366.5718      1366.5843
  1981.0     7.0      1365.8713      1365.8833
  1981.0     8.0      1367.0474      1367.0589
  1981.0     9.0      1366.7559      1366.7669
  1981.0    10.0      1366.4501      1366.4607
  1981.0    11.0      1366.7518      1366.7618
  1981.0    12.0      1366.6737      1366.6833
  1982.0     1.0      1367.0437      1367.0527
  1982.0     2.0      1365.9081      1365.9164
  1982.0     3.0      1365.8970      1365.9046
  1982.0     4.0      1366.4628      1366.4697
  1982.0     5.0      1366.4024      1366.4086
  1982.0     6.0      1365.5941      1365.5996
  1982.0     7.0      1366.1577      1366.1626
  1982.0     8.0      1366.1961      1366.2002
  1982.0     9.0      1366.4987      1366.5021
  1982.0    10.0      1366.6090      1366.6118
  1982.0    11.0      1366.4130      1366.4150
  1982.0    12.0      1366.2138      1366.2152
  1983.0     1.0      1366.4189      1366.4198
  1983.0     2.0      1366.2203      1366.2211
  1983.0     3.0      1366.2502      1366.2509
  1983.0     4.0      1366.2029      1366.2035
  1983.0     5.0      1366.1024      1366.1029
  1983.0     6.0      1366.1208      1366.1212
  1983.0     7.0      1366.2850      1366.2853
  1983.0     8.0      1366.4202      1366.4204
  1983.0     9.0      1366.2335      1366.2336
  1983.0    10.0      1366.0589      1366.0589
  1983.0    11.0      1366.1072      1366.1071
  1983.0    12.0      1366.0607      1366.0605
  1984.0     1.0      1365.4261      1365.4259
  1984.0     2.0      1365.6618      1365.6620
  1984.0     3.0      1366.1697      1366.1702
  1984.0     4.0      1365.5660      1365.5668
  1984.0     5.0      1365.7783      1365.7794
  1984.0     6.0      1366.0956      1366.0970
  1984.0     7.0      1366.1145      1366.1162
  1984.0     8.0      1365.9781      1365.9801
  1984.0     9.0      1365.8669      1365.8692
  1984.0    10.0      1365.7869      1365.7895
  1984.0    11.0      1365.6802      1365.6831
  1984.0    12.0      1365.7617      1365.7649
  1985.0     1.0      1365.6082      1365.6116
  1985.0     2.0      1365.7085      1365.7119
  1985.0     3.0      1365.6570      1365.6604
  1985.0     4.0      1365.5120      1365.5154
  1985.0     5.0      1365.6366      1365.6400
  1985.0     6.0      1365.6964      1365.6998
  1985.0     7.0      1365.6509      1365.6543
  1985.0     8.0      1365.7499      1365.7532
  1985.0     9.0      1365.6653      1365.6687
  1985.0    10.0      1365.5269      1365.5303
  1985.0    11.0      1365.6289      1365.6323
  1985.0    12.0      1365.6794      1365.6828
  1986.0     1.0      1365.6746      1365.6780
  1986.0     2.0      1365.5475      1365.5509
  1986.0     3.0      1365.6797      1365.6831
  1986.0     4.0      1365.6531      1365.6565
  1986.0     5.0      1365.7275      1365.7309
  1986.0     6.0      1365.6615      1365.6649
  1986.0     7.0      1365.6509      1365.6543
  1986.0     8.0      1365.5989      1365.6022
  1986.0     9.0      1365.6034      1365.6068
  1986.0    10.0      1365.6465      1365.6499
  1986.0    11.0      1365.7097      1365.7130
  1986.0    12.0      1365.6717      1365.6751
  1987.0     1.0      1365.6674      1365.6707
  1987.0     2.0      1365.6590      1365.6624
  1987.0     3.0      1365.6693      1365.6726
  1987.0     4.0      1365.6385      1365.6419
  1987.0     5.0      1365.7561      1365.7595
  1987.0     6.0      1365.8307      1365.8341
  1987.0     7.0      1365.8223      1365.8257
  1987.0     8.0      1365.7860      1365.7894
  1987.0     9.0      1365.8570      1365.8603
  1987.0    10.0      1365.8508      1365.8542
  1987.0    11.0      1365.9837      1365.9870
  1987.0    12.0      1366.0350      1366.0384
  1988.0     1.0      1366.0546      1366.0580
  1988.0     2.0      1366.1079      1366.1113
  1988.0     3.0      1365.9519      1365.9553
  1988.0     4.0      1366.0642      1366.0675
  1988.0     5.0      1366.3008      1366.3042
  1988.0     6.0      1366.0132      1366.0166
  1988.0     7.0      1365.8269      1365.8303
