MONTHLY MEAN TSI: Lean (GRL 2000) with Wang Lean Sheeley (ApJ 2005) background
Mon Apr  6 11:29:27 2009 PMOD absolute scale - multiply by 0.9965 for TIM scale
    YEAR    MONTH   TSI 11-yr cycle   TSI cycle+background  
  1988.0     8.0      1366.1451      1366.1485
  1988.0     9.0      1366.4616      1366.4650
  1988.0    10.0      1366.1118      1366.1152
  1988.0    11.0      1366.2957      1366.2991
  1988.0    12.0      1366.2598      1366.2632
  1989.0     1.0      1366.5409      1366.5443
  1989.0     2.0      1366.5990      1366.6023
  1989.0     3.0      1366.3758      1366.3792
  1989.0     4.0      1366.5902      1366.5935
  1989.0     5.0      1366.7788      1366.7821
  1989.0     6.0      1366.3298      1366.3332
  1989.0     7.0      1367.0685      1367.0719
  1989.0     8.0      1366.5084      1366.5117
  1989.0     9.0      1366.2616      1366.2650
  1989.0    10.0      1366.9553      1366.9587
  1989.0    11.0      1366.8248      1366.8282
  1989.0    12.0      1366.8784      1366.8817
  1990.0     1.0      1366.8759      1366.8792
  1990.0     2.0      1366.6353      1366.6387
  1990.0     3.0      1366.6447      1366.6480
  1990.0     4.0      1366.8675      1366.8708
  1990.0     5.0      1366.5310      1366.5344
  1990.0     6.0      1366.7708      1366.7742
  1990.0     7.0      1366.4602      1366.4636
  1990.0     8.0      1366.1691      1366.1724
  1990.0     9.0      1366.8029      1366.8062
  1990.0    10.0      1366.6147      1366.6181
  1990.0    11.0      1365.8518      1365.8552
  1990.0    12.0      1366.3870      1366.3904
  1991.0     1.0      1366.0527      1366.0560
  1991.0     2.0      1366.3072      1366.3106
  1991.0     3.0      1366.5240      1366.5274
  1991.0     4.0      1367.0578      1367.0611
  1991.0     5.0      1366.4260      1366.4294
  1991.0     6.0      1366.4313      1366.4347
  1991.0     7.0      1366.6668      1366.6702
  1991.0     8.0      1366.4562      1366.4596
  1991.0     9.0      1366.8856      1366.8890
  1991.0    10.0      1366.1477      1366.1511
  1991.0    11.0      1366.6227      1366.6261
  1991.0    12.0      1365.9437      1365.9471
  1992.0     1.0      1366.5226      1366.5259
  1992.0     2.0      1366.4271      1366.4305
  1992.0     3.0      1366.7462      1366.7496
  1992.0     4.0      1366.5951      1366.5985
  1992.0     5.0      1366.4173      1366.4207
  1992.0     6.0      1366.2973      1366.3006
  1992.0     7.0      1366.0569      1366.0603
  1992.0     8.0      1366.0305      1366.0338
  1992.0     9.0      1366.1615      1366.1649
  1992.0    10.0      1365.9202      1365.9236
  1992.0    11.0      1366.1329      1366.1362
  1992.0    12.0      1366.2845      1366.2879
  1993.0     1.0      1366.3025      1366.3059
  1993.0     2.0      1365.8985      1365.9018
  1993.0     3.0      1366.2090      1366.2124
  1993.0     4.0      1366.1796      1366.1830
  1993.0     5.0      1366.1425      1366.1459
  1993.0     6.0      1366.1398      1366.1432
  1993.0     7.0      1366.0917      1366.0951
  1993.0     8.0      1366.0459      1366.0493
  1993.0     9.0      1365.8892      1365.8926
  1993.0    10.0      1365.7272      1365.7306
  1993.0    11.0      1365.7575      1365.7609
  1993.0    12.0      1365.9086      1365.9120
  1994.0     1.0      1365.7375      1365.7409
  1994.0     2.0      1365.9885      1365.9919
  1994.0     3.0      1366.0304      1366.0338
  1994.0     4.0      1365.8642      1365.8676
  1994.0     5.0      1365.7634      1365.7668
  1994.0     6.0      1365.7640      1365.7674
  1994.0     7.0      1365.7607      1365.7641
  1994.0     8.0      1365.7771      1365.7805
  1994.0     9.0      1365.6473      1365.6507
  1994.0    10.0      1365.7159      1365.7192
  1994.0    11.0      1365.8294      1365.8328
  1994.0    12.0      1365.7053      1365.7086
  1995.0     1.0      1365.8250      1365.8283
  1995.0     2.0      1365.8141      1365.8175
  1995.0     3.0      1365.7192      1365.7226
  1995.0     4.0      1365.6222      1365.6256
  1995.0     5.0      1365.6586      1365.6620
  1995.0     6.0      1365.7249      1365.7283
  1995.0     7.0      1365.6960      1365.6993
  1995.0     8.0      1365.7150      1365.7184
  1995.0     9.0      1365.6943      1365.6976
  1995.0    10.0      1365.6030      1365.6064
  1995.0    11.0      1365.6735      1365.6769
  1995.0    12.0      1365.6402      1365.6436
  1996.0     1.0      1365.6409      1365.6443
  1996.0     2.0      1365.6254      1365.6287
  1996.0     3.0      1365.5815      1365.5849
  1996.0     4.0      1365.6076      1365.6109
  1996.0     5.0      1365.6243      1365.6276
  1996.0     6.0      1365.6256      1365.6290
  1996.0     7.0      1365.5968      1365.6002
  1996.0     8.0      1365.6629      1365.6662
  1996.0     9.0      1365.6787      1365.6821
  1996.0    10.0      1365.6315      1365.6348
  1996.0    11.0      1365.4708      1365.4741
  1996.0    12.0      1365.6994      1365.7028
  1997.0     1.0      1365.6956      1365.6989
  1997.0     2.0      1365.6713      1365.6747
  1997.0     3.0      1365.6975      1365.7008
  1997.0     4.0      1365.7013      1365.7047
  1997.0     5.0      1365.7356      1365.7390
  1997.0     6.0      1365.7267      1365.7301
  1997.0     7.0      1365.7217      1365.7250
  1997.0     8.0      1365.7823      1365.7857
  1997.0     9.0      1365.6734      1365.6768
  1997.0    10.0      1365.9298      1365.9331
  1997.0    11.0      1365.8420      1365.8454
  1997.0    12.0      1365.8847      1365.8881
  1998.0     1.0      1365.9594      1365.9627
  1998.0     2.0      1365.9166      1365.9199
  1998.0     3.0      1365.8236      1365.8269
  1998.0     4.0      1366.0897      1366.0931
  1998.0     5.0      1365.9614      1365.9647
  1998.0     6.0      1366.0544      1366.0578
  1998.0     7.0      1366.2444      1366.2478
  1998.0     8.0      1366.0860      1366.0894
  1998.0     9.0      1366.0766      1366.0800
  1998.0    10.0      1366.3395      1366.3429
  1998.0    11.0      1366.2555      1366.2589
  1998.0    12.0      1366.3697      1366.3730
  1999.0     1.0      1366.4773      1366.4806
  1999.0     2.0      1366.2395      1366.2429
  1999.0     3.0      1366.3539      1366.3572
  1999.0     4.0      1366.2515      1366.2549
  1999.0     5.0      1366.3802      1366.3835
  1999.0     6.0      1366.3950      1366.3984
  1999.0     7.0      1366.4328      1366.4362
  1999.0     8.0      1366.4732      1366.4766
  1999.0     9.0      1366.5807      1366.5841
  1999.0    10.0      1366.2295      1366.2329
  1999.0    11.0      1366.3525      1366.3558
  1999.0    12.0      1366.3697      1366.3730
  2000.0     1.0      1366.7211      1366.7211
  2000.0     2.0      1366.6320      1366.6320
  2000.0     3.0      1366.4819      1366.4819
  2000.0     4.0      1366.6498      1366.6498
  2000.0     5.0      1366.3611      1366.3611
  2000.0     6.0      1366.4507      1366.4507
  2000.0     7.0      1366.5754      1366.5754
  2000.0     8.0      1366.9738      1366.9738
  2000.0     9.0      1366.5276      1366.5276
  2000.0    10.0      1366.9746      1366.9746
  2000.0    11.0      1366.9062      1366.9062
  2000.0    12.0      1366.9492      1366.9492
  2001.0     1.0      1366.7811      1366.7811
  2001.0     2.0      1366.8458      1366.8458
  2001.0     3.0      1366.4121      1366.4121
  2001.0     4.0      1366.4659      1366.4659
  2001.0     5.0      1366.5200      1366.5200
  2001.0     6.0      1366.5092      1366.5092
  2001.0     7.0      1366.7203      1366.7203
  2001.0     8.0      1366.4475      1366.4475
  2001.0     9.0      1366.3010      1366.3010
  2001.0    10.0      1366.8140      1366.8140
  2001.0    11.0      1366.5200      1366.5200
  2001.0    12.0      1366.8910      1366.8910
  2002.0     1.0      1367.3162      1367.3162
  2002.0     2.0      1367.1783      1367.1783
  2002.0     3.0      1367.0065      1367.0065
  2002.0     4.0      1366.6454      1366.6454
  2002.0     5.0      1366.6470      1366.6470
  2002.0     6.0      1366.6873      1366.6873
  2002.0     7.0      1366.1716      1366.1716
  2002.0     8.0      1366.3053      1366.3053
  2002.0     9.0      1366.4584      1366.4584
  2002.0    10.0      1366.5261      1366.5261
  2002.0    11.0      1366.4495      1366.4495
  2002.0    12.0      1366.7773      1366.7773
  2003.0     1.0      1366.6034      1366.6034
  2003.0     2.0      1366.5458      1366.5458
  2003.0     3.0      1366.1968      1366.1968
  2003.0     4.0      1366.2227      1366.2227
  2003.0     5.0      1366.1753      1366.1753
  2003.0     6.0      1366.0914      1366.0914
  2003.0     7.0      1366.2437      1366.2437
  2003.0     8.0      1366.2744      1366.2744
  2003.0     9.0      1366.3611      1366.3611
  2003.0    10.0      1365.5612      1365.5612
  2003.0    11.0      1366.1956      1366.1956
  2003.0    12.0      1366.2899      1366.2899
  2004.0     1.0      1366.1038      1366.1038
  2004.0     2.0      1366.0890      1366.0890
  2004.0     3.0      1366.1272      1366.1272
  2004.0     4.0      1366.1742      1366.1742
  2004.0     5.0      1366.0297      1366.0297
  2004.0     6.0      1366.0179      1366.0179
  2004.0     7.0      1365.7578      1365.7578
  2004.0     8.0      1365.9036      1365.9036
  2004.0     9.0      1366.0957      1366.0957
  2004.0    10.0      1366.1166      1366.1166
  2004.0    11.0      1366.0057      1366.0057
  2004.0    12.0      1366.1552      1366.1552
  2005.0     1.0      1365.7864      1365.7864
  2005.0     2.0      1365.9349      1365.9349
  2005.0     3.0      1365.8956      1365.8956
  2005.0     4.0      1365.8800      1365.8800
  2005.0     5.0      1365.8463      1365.8463
  2005.0     6.0      1365.8059      1365.8059
  2005.0     7.0      1365.8595      1365.8595
  2005.0     8.0      1365.9275      1365.9275
  2005.0     9.0      1365.7988      1365.7988
  2005.0    10.0      1365.8860      1365.8860
  2005.0    11.0      1365.7792      1365.7792
  2005.0    12.0      1365.8549      1365.8549
  2006.0     1.0      1365.8986      1365.8986
  2006.0     2.0      1365.8728      1365.8728
  2006.0     3.0      1365.7850      1365.7850
  2006.0     4.0      1365.8058      1365.8058
  2006.0     5.0      1365.9230      1365.9230
  2006.0     6.0      1365.8340      1365.8340
  2006.0     7.0      1365.8212      1365.8212
  2006.0     8.0      1365.7067      1365.7067
  2006.0     9.0      1365.8419      1365.8419
  2006.0    10.0      1365.8270      1365.8270
  2006.0    11.0      1365.7039      1365.7039
  2006.0    12.0      1365.7087      1365.7087
  2007.0     1.0      1365.7173      1365.7173
  2007.0     2.0      1365.7145      1365.7145
  2007.0     3.0      1365.7544      1365.7544
  2007.0     4.0      1365.7228      1365.7228
  2007.0     5.0      1365.6932      1365.6932
  2007.0     6.0      1365.7616      1365.7616
  2007.0     7.0      1365.7506      1365.7506
  2007.0     8.0      1365.7566      1365.7566
  2007.0     9.0      1365.7159      1365.7159
  2007.0    10.0      1365.7388      1365.7388
  2007.0    11.0      1365.6680      1365.6680
  2007.0    12.0      1365.6927      1365.6927
  2008.0     1.0      1365.7163      1365.7163
  2008.0     2.0      1365.7366      1365.7366
  2008.0     3.0      1365.6726      1365.6726
  2008.0     4.0      1365.7146      1365.7146
  2008.0     5.0      1365.7175      1365.7175
  2008.0     6.0      1365.6730      1365.6730
  2008.0     7.0      1365.6720      1365.6720
  2008.0     8.0      1365.6570      1365.6570
  2008.0     9.0      1365.6647      1365.6647
  2008.0    10.0      1365.6759      1365.6759
  2008.0    11.0      1365.7065      1365.7065
  2008.0    12.0      1365.6926      1365.6926
